WKT,ID,NATURE,TOPONYME
"MULTIPOINT ((5.64475083921072 45.1888174537214))",CONSPONC0000000290069368,Antenne,
"MULTIPOINT ((5.73674115543054 45.0782421786148))",CONSPONC0000000042123888,Antenne,
"MULTIPOINT ((5.70704402991623 45.2042934606672))",CONSPONC0000002002706257,Antenne,
"MULTIPOINT ((5.68133434536768 45.1131810885848))",CONSPONC0000002002706375,Antenne,
"MULTIPOINT ((6.04238321754166 45.3647206472184))",CONSPONC0000000220894850,Antenne,
"MULTIPOINT ((5.9867866917745 45.3463908662799))",CONSPONC0000000252462905,Antenne,
"MULTIPOINT ((5.54281471879544 45.0687593427981))",CONSPONC0000002002706238,Antenne,
"MULTIPOINT ((6.04281285517237 45.1209264350319))",CONSPONC0000000007523002,Antenne,
"MULTIPOINT ((5.66773357699027 45.2181932758418))",CONSPONC0000000007522889,Antenne,
"MULTIPOINT ((6.01683530695018 45.263451829618))",CONSPONC0000002002706378,Antenne,
"MULTIPOINT ((5.49656526607983 45.2029430743814))",CONSPONC0000002002706317,Antenne,
"MULTIPOINT ((5.78809679497863 45.1888787379598))",CONSPONC0000002002706251,Antenne,
"MULTIPOINT ((5.79870588294925 45.1874176283542))",CONSPONC0000000339547109,Antenne,
"MULTIPOINT ((5.84654861292715 45.3453273528727))",CONSPONC0000000337521817,Antenne,
"MULTIPOINT ((5.4993630291281 45.2431892468028))",CONSPONC0000000339593045,Antenne,
"MULTIPOINT ((5.7606189002579 45.0992838537862))",CONSPONC0000000338717010,Antenne,
"MULTIPOINT ((5.68899365772741 45.1879910479901))",CONSPONC0000002002706260,Antenne,
"MULTIPOINT ((5.74436164039645 45.1960107537861))",CONSPONC0000000339597784,Antenne,
"MULTIPOINT ((5.84375518333668 45.2400140539669))",CONSPONC0000000290089751,Antenne,
"MULTIPOINT ((5.97855105148797 45.048109306625))",CONSPONC0000000058295433,Antenne,
"MULTIPOINT ((5.69232366595751 45.1317762203437))",CONSPONC0000002002706362,Antenne,
"MULTIPOINT ((5.64505013610919 45.0874595548295))",CONSPONC0000002002706619,Antenne,
"MULTIPOINT ((5.68648638171485 45.2165013478717))",CONSPONC0000000339590815,Antenne,
"MULTIPOINT ((5.68854042851885 45.1737941749064))",CONSPONC0000002002706535,Antenne,
"MULTIPOINT ((5.759532036816 44.945689588193))",CONSPONC0000000330765812,Antenne,
"MULTIPOINT ((5.81256656406914 45.2179543072368))",CONSPONC0000000007522887,Antenne,
"MULTIPOINT ((5.71842540389897 45.1612209138656))",CONSPONC0000000007522965,Antenne,
"MULTIPOINT ((5.21473330771747 45.0839949926715))",CONSPONC0000000339590889,Antenne,
"MULTIPOINT ((6.17095862589123 45.0797968201344))",CONSPONC0000000333034966,Antenne,
"MULTIPOINT ((5.32855250227647 45.1389100096461))",CONSPONC0000000339590899,Antenne,
"MULTIPOINT ((5.49406491943925 45.2015990014612))",CONSPONC0000002002706321,Antenne,
"MULTIPOINT ((5.68518958128476 45.2062698978495))",CONSPONC0000002002706374,Antenne,
"MULTIPOINT ((5.64510489497698 45.1885189672645))",CONSPONC0000000290069367,Antenne,
"MULTIPOINT ((5.84428060376156 45.0494705506457))",CONSPONC0000000052531431,Antenne,
"MULTIPOINT ((5.68834997154879 45.1878263649313))",CONSPONC0000002002706259,Antenne,
"MULTIPOINT ((5.68836097002251 45.1747228591643))",CONSPONC0000002002706536,Antenne,
"MULTIPOINT ((5.65851374379431 45.246901640367))",CONSPONC0000002002707293,Antenne,
"MULTIPOINT ((5.77367877923438 45.0339211535644))",CONSPONC0000000339595772,Antenne,
"MULTIPOINT ((5.62731752651003 45.2553091074374))",CONSPONC0000000330767632,Antenne,
"MULTIPOINT ((5.54634550635015 45.2599562914541))",CONSPONC0000002002706572,Antenne,
"MULTIPOINT ((6.06585277245739 45.087722980151))",CONSPONC0000000007523039,Antenne,
"MULTIPOINT ((5.59678600157182 44.9518964128472))",CONSPONC0000002002706349,Antenne,
"MULTIPOINT ((5.917598381871 45.271436898755))",CONSPONC0000000349215987,Antenne,
"MULTIPOINT ((5.91700985808071 45.2706764565379))",CONSPONC0000000349215986,Antenne,
"MULTIPOINT ((5.70743339512069 45.2031776533327))",CONSPONC0000002002706284,Antenne,
"MULTIPOINT ((5.85712355949026 45.0324124418254))",CONSPONC0000000058297800,Antenne,
"MULTIPOINT ((5.67635014107719 45.1919274878243))",CONSPONC0000002002706327,Antenne,
"MULTIPOINT ((5.62237425199645 45.2632173343099))",CONSPONC0000000339587563,Antenne,
"MULTIPOINT ((6.05105769583618 45.4074447933351))",CONSPONC0000002002706233,Antenne,
"MULTIPOINT ((5.58339103691712 44.994848448216))",CONSPONC0000000007523090,Antenne,
"MULTIPOINT ((5.90324978880183 44.8779068606704))",CONSPONC0000002002706241,Antenne,
"MULTIPOINT ((5.24612710353803 45.1019186726303))",CONSPONC0000002206566266,Croix,
"MULTIPOINT ((5.62845654554211 45.1826112289078))",CONSPONC0000002002706276,Antenne,
"MULTIPOINT ((5.99487456259924 45.3555866749922))",CONSPONC0000000339593472,Antenne,
"MULTIPOINT ((5.9948015864231 45.3013456653372))",CONSPONC0000002002706403,Antenne,
"MULTIPOINT ((5.99556350253142 45.3074643661613))",CONSPONC0000000221462053,Antenne,
"MULTIPOINT ((5.97620741675585 44.936361743093))",CONSPONC0000000058296209,Antenne,
