WKT,ID
"MULTILINESTRING ((5.77524702566816 44.9409162377131,5.77244839037433 44.9432176564717,5.76964854708996 44.94544785847,5.76676153843487 44.9477414178653,5.76386006410326 44.9500550777707,5.76036116144439 44.9528402579974,5.75781193605897 44.954871125498,5.7551883616291 44.9569677386657,5.75211181515152 44.9594304600728,5.7520567014394 44.9637084530225,5.75197284648783 44.9664970518125,5.75191605023007 44.9696300328965,5.75185036550871 44.9730731512591,5.75215182083837 44.9756702364933,5.75246355829826 44.9786310392695,5.75291506505291 44.9825496637983,5.75320952890018 44.9852090920976,5.75348710915306 44.9878860577489,5.75382478949275 44.9909327165449,5.75409232671291 44.9936108359924,5.75438613288641 44.9959964084011,5.75470430999165 44.998954365447,5.75511201948223 45.0026731899058,5.75532433327468 45.004820239315,5.75568184343588 45.0081366984091,5.75599645483801 45.0107614108316,5.75630603353287 45.0136186887687,5.7566673590599 45.0169071323215,5.75701525847568 45.0202058215467,5.75730679049294 45.0230040923884,5.75759114110272 45.0252691925342,5.75825483989208 45.0270077594122,5.75955481822538 45.030132401172,5.76063131957918 45.0327418370649,5.76176580298553 45.0353912713593,5.76242014446811 45.037038161126,5.76351520826411 45.0397092845808,5.76329954687043 45.0422642875298,5.76309899315299 45.0445594464962))",LIGNELEC0000000024796960
"MULTILINESTRING ((5.68142028201245 44.9652425749738,5.68508642523383 44.9640514133826))",LIGNELEC0000000269643671
"MULTILINESTRING ((6.07472057667784 45.2798271755755,6.07414182959573 45.2797016168414,6.07404247668836 45.2794277059516,6.07080008557976 45.2801151612497,6.06945431462161 45.280408037301,6.06841515437705 45.2806366123287,6.06757242632362 45.2808165340395,6.06602486975208 45.2811311247868,6.0648039370748 45.2813970907575,6.06354936107514 45.2816549539201,6.06128883999437 45.2823521615132,6.05918103817424 45.2829955819641,6.05774443484639 45.2833800091419,6.05528675288375 45.2828353483136,6.05231569877484 45.2821920139932,6.04964271878496 45.2816062526833,6.04726873020095 45.2810951812537,6.04457222683063 45.2804973275206,6.04284195912176 45.2801092036727,6.0411654395852 45.2797231959932,6.03937293127515 45.2795268455347,6.03739843132307 45.2792930599246,6.03558438235889 45.2790756083699,6.03298185828116 45.2787695888402,6.03134616475711 45.278592285229,6.02924311057581 45.2783636456081,6.02800866253116 45.2784061008851,6.02731168711757 45.2784276809567,6.02679676165181 45.2784407232295,6.02630756924465 45.2784575719698,6.02543712089955 45.278481133111,6.02393282530852 45.2780667821591,6.02335809617978 45.2781066570293,6.02268214292179 45.2781627824264,6.02190109250382 45.2782343600944,6.02108312987926 45.2783078309076,6.02038991487134 45.2783752219432,6.01979037369137 45.2784283640198,6.01911029706952 45.2784791724591,6.0183568441977 45.2785184415615,6.0172931538805 45.2785795959778,6.0167095422282 45.278620577255,6.01623490000458 45.2786469011742,6.01498860759793 45.278730080987,6.01409220492317 45.2787930004832,6.01346520822905 45.2788342333645,6.01283492237322 45.2788854633443,6.01208497206945 45.2788480028951,6.01130727629557 45.2788166913716,6.01060440686327 45.2787292939921,6.00972876903258 45.2786095992251,6.0089320430978 45.2785093998543,6.00810611616103 45.2783883545406,6.00754957984634 45.2784817235049,6.00692144100184 45.2785490819306,6.00642765337065 45.2786227356369,6.00577708010195 45.2787474593854,6.00487408444368 45.2789249199978,6.00325058271088 45.2792559936867,6.00146347655931 45.2796067544548,5.99996015498023 45.2798949048913,5.99873356151685 45.2801314589772,5.99757063470609 45.2803653911514,5.99630927961633 45.2799558724126,5.99314906763095 45.2790529433078,5.9913602018292 45.2783970808746,5.98943629462453 45.2781493872515,5.98742982608214 45.2778849447333,5.98546199586155 45.2776266434825,5.98356592493463 45.2772303302487,5.9816993148688 45.2768593310269,5.98004536870164 45.2765267849618,5.97798259252699 45.2761140984652,5.97590926714518 45.2756944470193,5.97449168080387 45.2754131968124,5.97277612114923 45.2750722733104,5.97107899971447 45.2747416468624,5.96969322585088 45.2744576894857,5.96782434803391 45.2740883262054,5.96623206189213 45.2738080074702,5.96432831220949 45.2734539294534,5.96249204950997 45.2731205578038,5.95995726822791 45.2726578808972,5.95812502422211 45.272327035761,5.95692810417185 45.2720883852869,5.95504809225967 45.2717704682023,5.95318822652813 45.2713988251075,5.95191767489896 45.2711665728023,5.94978249029541 45.2707760140222,5.94864837741466 45.2705653543283,5.94745162034965 45.2703040737689,5.94593607830296 45.2699745929873,5.9442609634894 45.2695952320726,5.94207033641031 45.2690465023165,5.94044826333936 45.2687765196454,5.93918386374598 45.2685376565148,5.93762864429606 45.2682523598614,5.93659817599176 45.2680451639201,5.93502192068389 45.2679171679605,5.9330915615045 45.2677524891971,5.93140039907064 45.2675986242683,5.92997598803301 45.2674215226807,5.92839154591142 45.2672098509262,5.92658379189379 45.2669976971409,5.92361488360661 45.2665906311657,5.9214793546144 45.2665266318435,5.91869346584545 45.2668598191808))",LIGNELEC0000000024796911
"MULTILINESTRING ((6.04456619842445 45.2067832010789,6.04257516724784 45.2058489830096,6.03916757842827 45.2043207387839,6.03635438794358 45.2028438127197))",LIGNELEC0000000024796713
"MULTILINESTRING ((5.79435744526882 45.0614478523136,5.79076655209195 45.0601297056165,5.78701346450054 45.0585632411032,5.78568997701999 45.0580485780381,5.77632219891765 45.0543210592911))",LIGNELEC0000000269643505
"MULTILINESTRING ((5.81276826939509 45.2134343451176,5.8140613637706 45.215517301136,5.81642379943301 45.217619232951,5.81856073161668 45.2199475560778,5.82057478441233 45.222161817539,5.82185733556573 45.2245053548166,5.82546587920168 45.2275081639361,5.8290267615889 45.2303931428955,5.83219223470597 45.2327915913776,5.83502188695875 45.234548855424,5.83818310805667 45.2363778192952,5.84266554192917 45.2385280866493,5.84535715532612 45.2396921491201,5.84754626942448 45.2409536540795,5.85038564230127 45.2423841398794,5.85333218714821 45.2437874932743,5.85671536712923 45.2454949662471,5.86101618679409 45.2477807308109,5.86496651902062 45.2496680650756,5.86928988851654 45.2518583444714,5.87340053370095 45.25392418872,5.87764584664218 45.2560720204924,5.88182112303981 45.2581665436233,5.88700798575584 45.2589958717887,5.89073736416655 45.2595662324579,5.89474705126194 45.2601769654405,5.89830974583784 45.2623966907254,5.90153145351069 45.2641881592767,5.90637407735015 45.2650787098073,5.90936611118096 45.2659821010566,5.91233488813421 45.2661210337832,5.91467402229341 45.2662483771453,5.9168775633107 45.2665152686544))",LIGNELEC0000000269643541
"MULTILINESTRING ((6.06883022456002 45.0029038531709,6.06731623644419 45.003018593758,6.06625174256121 45.0044301576928,6.06519388092503 45.005847835173,6.06606232594926 45.0094137100391,6.0651147014121 45.0120114348832,6.06426206159661 45.0143965891095,6.06433523173825 45.0169400598115,6.06441743238934 45.0198572227839,6.06597497065417 45.0215497590609,6.06792435570548 45.0236441607131,6.06978106832697 45.025644676138,6.07328161822048 45.0293253214987,6.07514878920648 45.029982884747))",LIGNELEC0000000024796695
"MULTILINESTRING ((6.07891955445739 45.0314032396555,6.07986594279637 45.0317672177183,6.07704461771818 45.0347430836687,6.0766407022145 45.0357174899184,6.0762103403249 45.0367196574751,6.07582407797205 45.0376458160507,6.07535428392295 45.0387635051497,6.07495278201712 45.0397135092102,6.07437040426237 45.0411190410123,6.07220480103771 45.04121306934,6.0718625654724 45.042665121626,6.07141169476231 45.0441760363409,6.07079122109621 45.0458394025066,6.07072145414123 45.0471388637311,6.07063269438384 45.0486713245731,6.06929846264629 45.0513437375443,6.0683050379235 45.0533021067627,6.06706960068851 45.0558095755638,6.06663116171564 45.0568326495073,6.06726766409404 45.0583784717318,6.06765155069841 45.0592815805366,6.06777731523491 45.0598593053904,6.06798128092815 45.0610746350739,6.06825180101658 45.0633640089231,6.06951605595654 45.0687238833026,6.06993288018022 45.0709200220056,6.07034097687366 45.0731650598416,6.07140530311318 45.0741827636013,6.07253117723733 45.0752321005436,6.07349452743047 45.076169673415,6.07486740549988 45.0774770902504,6.07573633423704 45.0782920031026,6.07181167545415 45.0870443252947))",LIGNELEC0000000024796714
"MULTILINESTRING ((5.66372348377731 44.9552952588677,5.66248958649443 44.9521564419609,5.66266891037269 44.9514179340869))",LIGNELEC0000000024796769
"MULTILINESTRING ((5.70166508585401 45.196274679739,5.69865820519965 45.1991015965822,5.69493672246078 45.2017303522672,5.69065533862489 45.204727442806,5.68642382624807 45.2076844197553,5.68471981640775 45.2091678114464,5.68067710014399 45.2122209241502,5.67651233913162 45.2152632929548,5.67421302654724 45.2179265963479,5.67166322134573 45.2213265028211,5.66873980880722 45.2251578138234,5.66214773279756 45.2255133299334,5.65818255418347 45.2257221836909,5.64975653189124 45.226200777797,5.64697162973459 45.2263244675806,5.64074374623439 45.2266484612099))",LIGNELEC0000000024796662
"MULTILINESTRING ((5.66372348377731 44.9552952588677,5.66782528108774 44.9577454789715,5.67181793870939 44.9599747628703,5.67475068141311 44.9615780797836,5.68142028201245 44.9652425749738))",LIGNELEC0000000269643649
"MULTILINESTRING ((5.79159372224095 45.0468758111722,5.7916170178017 45.047444626946))",LIGNELEC0000000024796702
"MULTILINESTRING ((6.07677679220526 45.0314435724685,6.07481826651297 45.0311597971703,6.07374646728657 45.0304550342684,6.07020013046572 45.0304583060263,6.06840415945074 45.0321414604137,6.06759833420956 45.033390018932,6.06613843221989 45.0350404432727,6.06423615058962 45.0372238397326,6.06212747812946 45.0394471189145,6.06031333686711 45.0415280001611,6.05867828809621 45.0433534338069,6.0571093856494 45.0450887210488,6.05437109857875 45.0462667793543,6.05284917065397 45.0471663320984,6.05139503628704 45.048027962512,6.04989648396609 45.0488916907584,6.04841648259027 45.0497467803261,6.04696157593562 45.0505966571414,6.04566354990086 45.0515737770229,6.04443597514099 45.0525615692644,6.04309534527475 45.0535983908498,6.04183360691225 45.0546141178653,6.04053183669629 45.0556192090149,6.03920296996542 45.0565943876219,6.03846726881765 45.0576777109608,6.03714246749685 45.058659059658,6.03578822694515 45.0596610173674,6.03463935048197 45.0606294286679,6.03396594739802 45.0620903659248,6.03302148239418 45.0641569817842,6.03203509486467 45.0662959135307,6.03110312800256 45.0684549799263,6.03014540924544 45.0705390497588,6.02920603195404 45.0726108980036,6.0285009760547 45.0741735779813,6.027661534918 45.0760030139888,6.02605573684653 45.0774432842853,6.02439991054114 45.0787830688692,6.02279529925339 45.0800835931677,6.02138637472685 45.0812174969162,6.01978670350757 45.0825178409312,6.01917538450489 45.0834210465914,6.01853711092242 45.084390755789,6.01793408808007 45.0859668159167,6.01800480837383 45.0872534065824,6.01808794176037 45.0885342551306,6.01817806843858 45.0898032009878,6.01825011795387 45.0910906580784,6.01834655491619 45.092358532838,6.01842970371701 45.0936393827825,6.01881052290765 45.0949671333729,6.01920685360605 45.096275541128,6.01957695664627 45.0976161961077,6.01997357360988 45.0989056730443,6.02035851957094 45.100237815515,6.02075902684693 45.101551514621,6.02104888399861 45.1028420821695,6.02108132769084 45.1041720662167,6.02108004066606 45.1055606328835,6.02167181371381 45.1076810019174,6.0221890511333 45.1096222780896,6.02263564397494 45.1111978366805,6.02313116668825 45.1130658137599,6.02336927974925 45.1141505411822))",LIGNELEC0000000024796698
"MULTILINESTRING ((6.02786711769269 45.1187175895232,6.02903443889597 45.1217278743128,6.03026287997081 45.1248536299775,6.03160842008408 45.1296656981721,6.03236271947693 45.1326106058414,6.03351547046039 45.1368431171373,6.03835635664417 45.1408796865016,6.04057726260313 45.1423383670723,6.04245930262615 45.1440720699794,6.04429890698936 45.1457492344127,6.04697622828178 45.1489155005784))",LIGNELEC0000000024796699
"MULTILINESTRING ((5.98079376274654 45.1207665541126,5.98065735742777 45.1204521324932,5.97991406982833 45.1190195202558,5.9796099647897 45.1184239495833))",LIGNELEC0000000024796721
"MULTILINESTRING ((5.9796099647897 45.1184239495833,5.98146364452326 45.1183419492145,5.98491390751179 45.1180585936996,5.98661092218012 45.118307782186,5.98830066383621 45.1185634475735,5.98994946548646 45.1188147795923,5.991752275604 45.1190898870213,5.99330459026767 45.1193212335076,5.99487524006506 45.1195619777198,5.99673252057014 45.1197364269224,5.99858595182959 45.119910048003,6.00013795690139 45.1200160627354,6.00203551524757 45.1201578036131,6.00335113636897 45.1199619788302,6.00522408053362 45.1197168749738,6.00749353237997 45.1194141876208,6.00950734191225 45.11887867423,6.01132584713476 45.1182384705937,6.01303040595987 45.1176571818806,6.01467245839656 45.1170973800144,6.01663758274189 45.1164170790928,6.01866429385644 45.1157233607573,6.02076055898359 45.1149988854804,6.02261052280713 45.1143801655318,6.02336927974925 45.1141505411822))",LIGNELEC0000000024796864
"MULTILINESTRING ((5.85794354150609 44.8339164136993,5.85866590925264 44.8348500714948,5.86682746450492 44.8319970310175,5.86898553646496 44.8313159914827,5.87398893590672 44.8297548912129,5.87988961085427 44.827896382459,5.88382391072373 44.826679707063,5.88786804597272 44.8254357031903,5.89354082687668 44.8236427438714,5.89494210746289 44.8231989531446,5.90064441139537 44.820098496549,5.90914104403278 44.8165848073362,5.9091088032259 44.8206308556637,5.90905014350396 44.8232135787821,5.90871531429188 44.8314154950809,5.90846720730241 44.8382376163429,5.90835515546052 44.8409884269447,5.90821348582432 44.8446346525978,5.9089503325337 44.847906483339,5.9102800068128 44.8541836406236,5.91059167112904 44.8556998686725,5.91089662358564 44.8571351877676,5.91119709157771 44.8585814361266,5.91150358869983 44.8599482430414,5.91173246591957 44.8613080772161,5.91306328059935 44.8678636089342,5.9132903603218 44.8689189703973,5.91460371379025 44.8755704685322,5.91511912071616 44.8779796034611,5.9155895156747 44.8804971350415,5.91602479507857 44.8826795329227,5.91716895751222 44.8884777762633,5.92022176913144 44.8902246724925,5.92532961939905 44.8931435792048,5.92838814285908 44.894892819326,5.93237658883655 44.8971868399749,5.93619941726918 44.8994103263027,5.94235813195667 44.9032620524856,5.95584366382256 44.9118371668933,5.95638182384777 44.9122084646078,5.9653520860345 44.9218153381019,5.96810316812948 44.9247700992088,5.97079024028301 44.9276841675229,5.97337759654273 44.9304107394994,5.9788583887062 44.9362862021379,5.98224735410722 44.9381369551492,5.98878754637287 44.9416733756287,5.99576439202789 44.9431803095371,5.99967438455438 44.9440326118703,6.00815489295465 44.9458865261702,6.01224632234222 44.9480534753554,6.01414378826548 44.949103075067,6.02799225099299 44.9524478712358,6.03750868895166 44.9552039510241,6.04646680813278 44.9594603532549,6.05668881842994 44.9636407848446,6.05958802582436 44.9740843105606,6.06510848943855 44.9813190545035,6.06757739031984 44.9871762836017,6.07149282542627 44.9961760706732,6.06963284283079 44.9987557754827,6.06732324692504 45.0019641661509,6.06883022456002 45.0029038531709))",LIGNELEC0000000024796859
"MULTILINESTRING ((5.66233978392158 44.9512996951155,5.6618255185044 44.9519579377369,5.66182728386678 44.9553343729714))",LIGNELEC0000000024796705
"MULTILINESTRING ((5.66249488553869 44.9513599422213,5.66228209838542 44.9520884407181,5.6624649564834 44.9553236066042,5.66271244097495 44.9592509025537,5.65818103086491 44.9641384850751,5.65653944670577 44.9670118748514,5.65410978144767 44.9711751883345,5.64902150334401 44.9765080829407,5.64737105778253 44.9782176077529,5.63837562257771 44.9875932596635,5.63430127679953 44.9982696946923,5.63468395648632 45.0027605089197,5.63543137143023 45.0113570033005,5.635799704354 45.0155932248584,5.6361713256699 45.020032972786,5.6365095204005 45.0254879122452,5.63665633096958 45.0284429358549,5.63336954864717 45.0320017555752,5.63193976558006 45.0369625021788,5.63084195073222 45.0406919857181,5.62917402803504 45.0463547086704,5.62623221670961 45.0502015440958,5.62316666094622 45.0551043457241,5.62539596291708 45.0581373469235,5.62726527853889 45.0606454784518,5.63068852378123 45.0653240725946,5.63264086321679 45.0679923295453,5.63487576148749 45.0709872057146,5.63994970246751 45.0743526360956,5.64383444490214 45.0768911284638,5.64734459350243 45.0821996568331,5.65051771028741 45.0870107087603,5.6518916206984 45.089808657713,5.65324084706945 45.0924855604983,5.65436547271819 45.0945011312125,5.6611811120533 45.0965476080461,5.66369031758878 45.0972606420336,5.6722543222385 45.0998637660176))",LIGNELEC0000000024797009
"MULTILINESTRING ((5.66414536751419 45.1004570073234,5.66095096581416 45.1049405763901,5.65894275193199 45.1096047690532,5.65748950876597 45.1129962199474,5.65683464053756 45.1161893448898,5.65781752620333 45.12061642536,5.65896947731806 45.1259187667939,5.65933906085381 45.1284433264267,5.65962667657538 45.1307157838515,5.6602794047313 45.1352561504518,5.66090586709752 45.1400178724405,5.66137482450446 45.1434220674708,5.66215229884306 45.1491045378619,5.66147090768544 45.1512100338775,5.65803757941765 45.1618416830644,5.65642602844006 45.1652278906363,5.65521244421001 45.1673721419409,5.65387810559709 45.1697913294038,5.65101943069136 45.1750080486138,5.65075087180247 45.1797875159582,5.65056699349483 45.1831586336997,5.65039054274083 45.1866061553702,5.65018735382128 45.1900813414657,5.65000575757473 45.1938776471533,5.64980587717608 45.1969941898058,5.64855794175436 45.1980049111099,5.6462715118675 45.1991519523408,5.64443940260599 45.2007990092024,5.63787738616061 45.2068534848848,5.63636256977539 45.2097505933186,5.63293226119889 45.216085734881,5.63188372324237 45.2180690575722,5.62933073767516 45.2228347122661,5.6245416748564 45.2296448047454,5.61969445246869 45.2365173008315,5.61703338057 45.2402968714675,5.61619853211853 45.2415560919602,5.61089548974711 45.2491424657598,5.60886583650661 45.2519944367322,5.60576342679603 45.2545227295866,5.60132723025948 45.2572585643663,5.59886363178063 45.2583438275051,5.59735617108228 45.2590077116394,5.58354238445208 45.2663838387283,5.58126657647781 45.2676003962841,5.57734245173042 45.2697035814472,5.57357305645881 45.2716823388348,5.5704183888017 45.2734116937215,5.56653922982304 45.2754557913301,5.56404538338979 45.27710762319,5.56106749030978 45.2790867042878,5.55297178894184 45.2844277382036))",LIGNELEC0000000024796987
"MULTILINESTRING ((5.72537130186247 45.0957890745078,5.71931052315457 45.0959758738468,5.71728944119142 45.0974432390691,5.71359037513151 45.0996956041353,5.71031587486743 45.1019474267215,5.70909282151081 45.1038258696077))",LIGNELEC0000000024796952
"MULTILINESTRING ((6.00434448885363 45.3849998852844,6.00728277876118 45.3867682949697,6.01019450890978 45.3884913904812,6.01430476205067 45.3897667577541,6.01893745363325 45.3912153313024,6.02113933080172 45.3944801685232,6.02408030319982 45.3989829777805,6.02555821951535 45.4012030703751,6.02723182941498 45.4037494708782,6.03101000151452 45.4094640421802,6.03225498821278 45.4116489141042,6.03476918392547 45.4161288086527,6.03622326998404 45.4187396219085,6.03974509575148 45.4221414138328,6.04323319000982 45.4255034738024,6.04922340670213 45.4282071585974,6.05509210231456 45.430877807252,6.05892260437424 45.4325972354576,6.06198853330509 45.4382060053251))",LIGNELEC0000000024796792
"MULTILINESTRING ((5.93952157144775 45.1094850642104,5.93945051188701 45.1096581329767,5.93845201921809 45.1100520793564,5.93441812736599 45.1092221911381,5.93279802246108 45.1090945397725,5.92799210678172 45.1087046104586,5.92700061627831 45.1085044968418,5.92486706118998 45.1080225985413,5.92163342454483 45.1058945131292,5.92032472002696 45.104248418067,5.9195709269271 45.1033112894419,5.91580768167633 45.1012888267299,5.91283769884884 45.0999825405513,5.91176778809043 45.0995672035045))",LIGNELEC0000002003384350
"MULTILINESTRING ((5.70434196024319 45.1391271256857,5.70457855727727 45.1384925353326,5.70543797307491 45.1369455053855,5.70692893804945 45.1365858890772,5.70824297971088 45.1362530725686,5.71009439137175 45.1355576188996,5.71321630883839 45.1332158475191,5.71361248421069 45.1313619883956,5.71410620014546 45.1289489748138,5.71464570579966 45.1263267282298,5.71520061734957 45.1238392447274,5.71567295635766 45.1208843825313,5.71638793940147 45.1181055961736,5.71479472203784 45.1148559942686,5.71382495277446 45.1129128690528,5.7117717840868 45.11092852993,5.70969144616997 45.1084069623355))",LIGNELEC0000000024796741
"MULTILINESTRING ((5.78011897835109 44.9129787530967,5.77838347669762 44.9137762373704,5.77693769770906 44.9144340174714,5.77071301022002 44.9172705530781,5.76989900435171 44.919863844501,5.76952129107374 44.921048045279,5.77122419678596 44.9246389466352,5.77067940183356 44.9269075112461,5.76993205910539 44.9300315827197,5.77030388065921 44.9311655688685,5.77096884645508 44.9332264901497,5.77380298574483 44.9353431964658,5.77454849586731 44.9381309327339,5.77524702566816 44.9409162377131))",LIGNELEC0000000024796858
"MULTILINESTRING ((5.78363327194119 44.9137916521755,5.78406690101806 44.9137663701668,5.78011897835109 44.9129787530967))",LIGNELEC0000002101268291
"MULTILINESTRING ((5.70024745686122 45.1794324974708,5.70248186083532 45.1767755901467,5.70233800663542 45.1746195151581,5.70221643109411 45.1727656181777,5.7021464294451 45.1709771428082,5.70206587744227 45.1688916132753,5.70203955119822 45.1672948832185,5.70197280290828 45.1655207465389,5.70188706517041 45.1633803881138,5.70179804057718 45.1612509217047,5.70172543975989 45.1589606916494,5.70032175593443 45.1565297101841,5.69926445421046 45.1543606155058,5.6982197573925 45.1520290405776,5.69705143010362 45.1494292672331))",LIGNELEC0000000024796853
"MULTILINESTRING ((5.77664253348975 45.0563960572,5.77743337139867 45.0573475550687))",LIGNELEC0000000269643512
"MULTILINESTRING ((5.77729433572281 45.0563392606414,5.77592304520283 45.0547301287737))",LIGNELEC0000002200322856
"MULTILINESTRING ((5.68714923235567 45.2053335238595,5.6865726243324 45.2077042642329,5.6849713385291 45.2093888012295,5.68398023008448 45.2113595639238,5.68288560485481 45.2138562514315,5.68214902427417 45.2153974382077,5.68051514795265 45.2161457087782,5.67872813598554 45.2168913211628,5.67581357181865 45.2186333372013,5.67361017236549 45.2206681747202,5.67190922235392 45.2228161777241,5.67070917438556 45.2243251228541,5.6690446855106 45.2265469847563,5.66727090146983 45.2286723262908,5.66556583531878 45.2315446778763,5.66453046220799 45.2333586434184))",LIGNELEC0000000105372882
"MULTILINESTRING ((5.77699408064248 45.0563593618261,5.77566928444919 45.0547905109946))",LIGNELEC0000002200322855
"MULTILINESTRING ((5.77699408064248 45.0563593618261,5.77756024927201 45.05726600827))",LIGNELEC0000000269643514
"MULTILINESTRING ((5.70945848532144 45.1086928148266,5.7084082974433 45.1100463091669,5.70745633491123 45.1114586703793,5.70846820117293 45.1131728858425,5.70846805294541 45.1152702580208,5.70832745732042 45.1173052753506,5.71020536591558 45.1189533916507))",LIGNELEC0000000024796723
"MULTILINESTRING ((5.75455972358444 45.153827883551,5.75414104746059 45.1539102978509))",LIGNELEC0000002200361599
"MULTILINESTRING ((5.75455972358444 45.153827883551,5.75822228033301 45.1530130116443,5.76044229726932 45.1511714923678,5.76277245222775 45.1492686357278,5.76408510911094 45.143736652017,5.76487676971664 45.1403375289323,5.76403759887884 45.1372707441795,5.76364754104838 45.1354586738203,5.76294340783098 45.1327002721816,5.76130746734979 45.1318434423368,5.75925817640512 45.130759867937,5.75088862838677 45.1262681993459,5.74772205174788 45.1245831226875,5.74213070632787 45.1243369749,5.73850351607178 45.1241774635821,5.73268380127691 45.1239175334196,5.72891671286461 45.1237584376605,5.72392627936353 45.1235390159401,5.72107628249712 45.1221932346483,5.71793716088156 45.1207346086293,5.71663249373658 45.1180843211737,5.71505236521425 45.1148425120717,5.7140765424296 45.1128797157438,5.71468451536445 45.1092341504169))",LIGNELEC0000000024796793
"MULTILINESTRING ((5.75411557176819 45.1542199554695,5.75455972358444 45.153827883551))",LIGNELEC0000002201764619
"MULTILINESTRING ((5.75402569646819 45.1535077146206,5.75447729773565 45.1531893376175,5.7568111842852 45.1522334271381,5.75948257215254 45.1510231553519,5.76175433230753 45.1492262767097,5.76224533295621 45.1432957141165,5.76237452439607 45.1418149416432,5.76251526026659 45.1401816214145,5.76243101208565 45.1382205201198,5.7624348485106 45.1368050201692,5.76237540420592 45.1352424302813,5.7623292101541 45.1336903242828,5.76226758168957 45.1316457779533,5.76221864873124 45.1299351729498,5.76214969248103 45.1272015790514,5.76210149905476 45.1253513096415,5.76204536069182 45.1232372582121,5.7619605456744 45.121160857502,5.7618995992216 45.1185631153952,5.76184318283962 45.1169581131459,5.7617703492725 45.114943584787,5.76171194580563 45.112448492459,5.76165247461942 45.1102921860306,5.76147240386473 45.1045359668301,5.76135999462402 45.1004835767607,5.76131331606318 45.0992810651806,5.76110799816175 45.0973905560364,5.7605482033823 45.0932411442814,5.7604253741887 45.092299093439,5.76029593201009 45.0914806363281,5.7601064380023 45.0899609285401,5.75997810642385 45.0888298159464,5.75891525530987 45.0807188041788,5.75876564408264 45.0795936266107,5.75844269080251 45.0769906902894,5.75801075658489 45.0749102974153,5.75753746794336 45.0726867778799,5.75721225730446 45.0710677283299,5.75594831177957 45.0653365966219,5.75673688269034 45.0640026108246,5.76008233900054 45.0584267241146,5.76433026605093 45.0560807215162,5.76996374962599 45.0530252866276,5.77548544069986 45.0549023057342,5.77655457192353 45.056518977076,5.77731003380914 45.0574236077471))",LIGNELEC0000000024796971
"MULTILINESTRING ((5.7141351110065 45.1053347810248,5.7188312308704 45.1046905762492,5.72422144742034 45.1018453409808,5.72820027799663 45.0958171531462,5.73875259343562 45.0959979720413,5.74709744511523 45.0931365944455,5.75323775988279 45.0905939443805,5.76061753687768 45.0898797950761,5.76425333205897 45.0902563483094,5.77091638214185 45.0910458601081,5.77692878450884 45.0927134079635,5.77905739064543 45.0932639808878,5.7850199293514 45.0943034804609,5.79538367446944 45.0857236082519,5.8035890424465 45.0857192520922,5.80801948695023 45.0852031461752,5.81189333183619 45.0847477614347,5.81845910726138 45.083579080412,5.8220039654558 45.0829586754876,5.82571960269594 45.0825734828441,5.82986914611548 45.0821438083001,5.83313865462618 45.0817904193559,5.83710796113245 45.0813695607542,5.85445311526335 45.0795299672887,5.85840577475412 45.0791123727095,5.86193118880889 45.0787461578031,5.86335352677924 45.0788078155544,5.87830115985966 45.0804705627562,5.88175847413902 45.0808560068058,5.8950077431742 45.0810107417571,5.90024402612921 45.0832522891835,5.90528869048147 45.0853958852521,5.90821808605807 45.0875052981646,5.91210581987631 45.0919655583742,5.91432644322693 45.0948150605934,5.91786395504221 45.0964704489424,5.92446248103992 45.0995366233566,5.9284184544262 45.1013969567761,5.93257119725048 45.103534900456,5.93647402779802 45.1055837754697,5.9425236425199 45.1058684222217,5.95259194058238 45.1085719373941,5.95594183635002 45.1107789733676,5.95827988729838 45.1123279906013,5.96291735247105 45.1154818802961,5.96775719061835 45.1174759753366,5.97190042416063 45.1192154284096,5.97822389714735 45.1187790576866,5.98491392860063 45.1188452064847,5.9902740469867 45.1195530426201,5.99574703665675 45.1202981390636,6.00300875670498 45.1212876432334,6.00648613713135 45.1233276170661,6.01392340983486 45.1276780545138,6.0156016877444 45.1290103965203,6.01853565952174 45.1313179186707,6.02204289671876 45.1340991144769,6.02583290091636 45.1370878939614,6.03141108710402 45.1386736526724,6.03884164609786 45.1407664440312,6.04233132311014 45.141979657245,6.05121551183146 45.1450736340251))",LIGNELEC0000002204079286
"MULTILINESTRING ((6.0787886760018 45.3987264537737,6.08035806200574 45.3979398717354,6.07905605795891 45.3963482096472,6.07798481757388 45.3947880420773,6.07735098051768 45.3927643808485,6.07767946720744 45.3922290917846,6.07987696492455 45.3908016651733,6.08007585665098 45.3905826264862))",LIGNELEC0000000024796704
"MULTILINESTRING ((5.6991120521897 45.0648175900027,5.69886435303477 45.0672984108659,5.6985367160933 45.0704154148842,5.69825389586554 45.0729862784728,5.69794509283074 45.0758361555641,5.69771288290083 45.078218403185,5.69745915710597 45.0806822550118,5.69787581270347 45.0837307900709,5.6983407615046 45.0870412265659,5.69869917283784 45.0896452197036,5.69910768872085 45.0926804436242,5.69953744556614 45.0957331733731))",LIGNELEC0000000024796984
