WKT,ID,HAUTEUR
"MULTIPOINT ((6.07149282542627 44.9961760706732))",PYLONE__0000000269643642,23.7
"MULTIPOINT ((5.66160426325872 44.9518938684353))",PYLONE__0000000269643650,22
"MULTIPOINT ((5.6618255185044 44.9519579377369))",PYLONE__0000000269643651,22
"MULTIPOINT ((5.66228209838542 44.9520884407181))",PYLONE__0000000269643652,22
"MULTIPOINT ((5.66248958649443 44.9521564419609))",PYLONE__0000000269643653,22
"MULTIPOINT ((5.66271202553277 44.9522186794495))",PYLONE__0000000269643654,22
"MULTIPOINT ((5.65982621943129 44.9516400407152))",PYLONE__0000000269643655,33.3
"MULTIPOINT ((5.66593773177032 44.9443650141678))",PYLONE__0000000269643656,31.2
"MULTIPOINT ((5.75045321520695 44.8997317504897))",PYLONE__0000000269643657,28.6
"MULTIPOINT ((5.74413958463619 44.9085941712706))",PYLONE__0000000269643658,29.7
"MULTIPOINT ((5.73935731313386 44.9152842371543))",PYLONE__0000000269643659,28.6
"MULTIPOINT ((5.73383364404657 44.9230202493507))",PYLONE__0000000269643661,28.6
"MULTIPOINT ((5.73798253747724 44.9171982967101))",PYLONE__0000000269643662,34.6
"MULTIPOINT ((5.73562672010803 44.9204995532115))",PYLONE__0000000269643663,34.6
"MULTIPOINT ((5.73034971943039 44.9279311096862))",PYLONE__0000000269643665,34.6
"MULTIPOINT ((5.729375617576 44.9292568344089))",PYLONE__0000000269643666,28.6
"MULTIPOINT ((5.72792001595711 44.9312700426657))",PYLONE__0000000269643667,34.6
"MULTIPOINT ((5.72044951163406 44.9417666128484))",PYLONE__0000000269643668,34.6
"MULTIPOINT ((5.76386006410326 44.9500550777707))",PYLONE__0000000269643669,28.6
"MULTIPOINT ((5.65653944670577 44.9670118748514))",PYLONE__0000000269643677,37.4
"MULTIPOINT ((5.65818103086491 44.9641384850751))",PYLONE__0000000269643678,26.2
"MULTIPOINT ((5.6607518256187 44.9596464829242))",PYLONE__0000000269643680,39.3
"MULTIPOINT ((5.63701870492339 45.0187687801148))",PYLONE__0000000269643682,32.7
"MULTIPOINT ((5.70078130016434 44.9943089418313))",PYLONE__0000000269643683,34.6
"MULTIPOINT ((5.70025007319709 44.9966948091816))",PYLONE__0000000269643684,28.6
"MULTIPOINT ((5.75532433327468 45.004820239315))",PYLONE__0000000269643685,28.6
"MULTIPOINT ((5.75409232671291 44.9936108359924))",PYLONE__0000000269643686,22.6
"MULTIPOINT ((5.75215182083837 44.9756702364933))",PYLONE__0000000269643687,22.6
"MULTIPOINT ((5.75185036550871 44.9730731512591))",PYLONE__0000000269643688,28.6
"MULTIPOINT ((5.75191605023007 44.9696300328965))",PYLONE__0000000269643689,22.6
"MULTIPOINT ((5.75197284648783 44.9664970518125))",PYLONE__0000000269643690,28.6
"MULTIPOINT ((5.75599645483801 45.0107614108316))",PYLONE__0000000269643691,30.7
"MULTIPOINT ((5.76329954687043 45.0422642875298))",PYLONE__0000000269643693,28.6
"MULTIPOINT ((5.75730679049294 45.0230040923884))",PYLONE__0000000269643694,28.6
"MULTIPOINT ((5.75701525847568 45.0202058215467))",PYLONE__0000000269643695,28.6
"MULTIPOINT ((5.75630603353287 45.0136186887687))",PYLONE__0000000269643696,28.6
"MULTIPOINT ((5.77071301022002 44.9172705530781))",PYLONE__0000000269643701,22.9
"MULTIPOINT ((5.76676153843487 44.9477414178653))",PYLONE__0000000269643707,28.6
"MULTIPOINT ((5.76964854708996 44.94544785847))",PYLONE__0000000269643708,22.6
"MULTIPOINT ((5.77524702566816 44.9409162377131))",PYLONE__0000000269643710,37
"MULTIPOINT ((5.77244839037433 44.9432176564717))",PYLONE__0000000269643711,28.6
"MULTIPOINT ((5.68954299947623 45.0798024503997))",PYLONE__0000000269643715,28.6
"MULTIPOINT ((5.71338605726334 45.0995483216515))",PYLONE__0000000269643731,32.4
"MULTIPOINT ((5.71359037513151 45.0996956041353))",PYLONE__0000000269643732,32.4
"MULTIPOINT ((5.71005809917919 45.1018257631626))",PYLONE__0000000269643733,34.9
"MULTIPOINT ((5.71031587486743 45.1019474267215))",PYLONE__0000000269643734,34.9
"MULTIPOINT ((5.7605482033823 45.0932411442814))",PYLONE__0000000269643735,24.8
"MULTIPOINT ((5.75076132746656 45.0717461620607))",PYLONE__0000000269643736,33
"MULTIPOINT ((5.70761828626374 44.8777012432919))",PYLONE__0000000269643905,34.7
"MULTIPOINT ((5.75820837798345 44.8888583852757))",PYLONE__0000000269643906,28.6
"MULTIPOINT ((5.75701167566462 44.890501608269))",PYLONE__0000000269643907,28.6
"MULTIPOINT ((5.75304954057036 44.8960719454594))",PYLONE__0000000269643908,28.6
"MULTIPOINT ((5.80213977519397 44.8886007132432))",PYLONE__0000000269643910,41.9
"MULTIPOINT ((5.78912492848079 44.8638562683415))",PYLONE__0000000269643913,29.7
"MULTIPOINT ((5.78746028469667 44.865078268211))",PYLONE__0000000269643914,28.6
"MULTIPOINT ((5.76674334103477 44.8773370849448))",PYLONE__0000000269643915,28.2
"MULTIPOINT ((5.76227800844088 44.8830725656373))",PYLONE__0000000269643916,28.6
"MULTIPOINT ((5.96889580792332 44.7883182814573))",PYLONE__0000000269643919,27
"MULTIPOINT ((5.95544656332398 44.7936239375217))",PYLONE__0000000269643920,27
"MULTIPOINT ((5.91850581715509 44.8066563473925))",PYLONE__0000000269643924,27
"MULTIPOINT ((5.84415632617721 44.8386330112861))",PYLONE__0000000269643928,28.6
"MULTIPOINT ((5.81081777300173 44.8427476142713))",PYLONE__0000000269643929,26.7
"MULTIPOINT ((5.81823451138474 44.8405026888391))",PYLONE__0000000269643930,33.1
"MULTIPOINT ((5.82842484198438 44.8369234979385))",PYLONE__0000000269643931,32.7
"MULTIPOINT ((6.00190994237192 45.3855247259924))",PYLONE__0000000269643443,41.2
"MULTIPOINT ((6.01430476205067 45.3897667577541))",PYLONE__0000000269643440,58.1
"MULTIPOINT ((6.01019450890978 45.3884913904812))",PYLONE__0000000269643441,58.1
"MULTIPOINT ((6.00728277876118 45.3867682949697))",PYLONE__0000000269643442,58.1
"MULTIPOINT ((6.09383263744172 45.3931448258431))",PYLONE__0000000269643450,21
"MULTIPOINT ((6.02588494432302 45.4440604569566))",PYLONE__0000000269643462,16
"MULTIPOINT ((6.04323319000982 45.4255034738024))",PYLONE__0000000269643466,52.2
"MULTIPOINT ((6.03974509575148 45.4221414138328))",PYLONE__0000000269643467,70
"MULTIPOINT ((6.03622326998404 45.4187396219085))",PYLONE__0000000269643468,60.2
"MULTIPOINT ((6.0981115074031 45.4173746822497))",PYLONE__0000000269643475,27
"MULTIPOINT ((5.99255051981485 45.3503963516053))",PYLONE__0000000269643476,46
"MULTIPOINT ((5.98971139996349 45.3384877071417))",PYLONE__0000000269643477,49.5
"MULTIPOINT ((5.98028039449849 45.3233253038771))",PYLONE__0000000269643478,59
"MULTIPOINT ((5.97833380512274 45.3201503640676))",PYLONE__0000000269643479,43.5
"MULTIPOINT ((5.9726311627371 45.3108965728467))",PYLONE__0000000269643480,49.5
"MULTIPOINT ((5.97071191743268 45.3092472288183))",PYLONE__0000000269643482,26
"MULTIPOINT ((6.08939717428711 45.3719904073577))",PYLONE__0000000269643483,27
"MULTIPOINT ((6.01797465331269 45.222471220582))",PYLONE__0000000269643489,19.8
"MULTIPOINT ((6.01982322999642 45.2223257346932))",PYLONE__0000000269643490,19.8
"MULTIPOINT ((6.0218415782612 45.2221368776963))",PYLONE__0000000269643491,17.5
"MULTIPOINT ((6.03299172616754 45.2125462002509))",PYLONE__0000000269643492,18.3
"MULTIPOINT ((6.04087029816254 45.1632029474799))",PYLONE__0000000269643493,18
"MULTIPOINT ((6.0394507657008 45.1667711616771))",PYLONE__0000000269643494,18
"MULTIPOINT ((6.03614016902162 45.1841737660898))",PYLONE__0000000269643495,18
"MULTIPOINT ((6.03528214083591 45.1876788879106))",PYLONE__0000000269643496,18
"MULTIPOINT ((6.03916757842827 45.2043207387839))",PYLONE__0000000269643497,18.3
"MULTIPOINT ((6.02676283273662 45.2189110807747))",PYLONE__0000000269643498,18.3
"MULTIPOINT ((6.02321509993103 45.2211076098414))",PYLONE__0000000269643499,18.3
"MULTIPOINT ((6.0147362633919 45.2227343982066))",PYLONE__0000000269643500,33.5
"MULTIPOINT ((6.00727703528688 45.2239357046485))",PYLONE__0000000269643501,33.5
"MULTIPOINT ((5.9960976278813 45.2255319183105))",PYLONE__0000000269643502,33.5
"MULTIPOINT ((5.99026666762309 45.2317397832614))",PYLONE__0000000269643503,19
"MULTIPOINT ((5.95240995049305 45.2560337610146))",PYLONE__0000000269643504,22.8
"MULTIPOINT ((5.9902740469867 45.1195530426201))",PYLONE__0000000269643598,51.1
"MULTIPOINT ((6.03141108710402 45.1386736526724))",PYLONE__0000000269643599,59.1
"MULTIPOINT ((6.03884164609786 45.1407664440312))",PYLONE__0000000269643600,71.5
"MULTIPOINT ((6.0344601070795 45.1225237378366))",PYLONE__0000000269643601,22.2
"MULTIPOINT ((6.02903443889597 45.1217278743128))",PYLONE__0000000269643602,29
"MULTIPOINT ((6.03026287997081 45.1248536299775))",PYLONE__0000000269643603,33.3
"MULTIPOINT ((6.04429890698936 45.1457492344127))",PYLONE__0000000269643604,47.2
"MULTIPOINT ((6.04429004677445 45.1553513743586))",PYLONE__0000000269643605,18
"MULTIPOINT ((6.04292914783073 45.1582584469081))",PYLONE__0000000269643606,18
"MULTIPOINT ((6.04215088494906 45.160056603625))",PYLONE__0000000269643607,18
"MULTIPOINT ((6.04146623250902 45.1617503801154))",PYLONE__0000000269643608,18
"MULTIPOINT ((5.657404499999 45.1617576622442))",PYLONE__0000000269643721,26.2
"MULTIPOINT ((5.65157651610681 45.1750713918541))",PYLONE__0000000269643723,28.6
"MULTIPOINT ((5.70980999245826 45.1212441657748))",PYLONE__0000000269643737,25.7
"MULTIPOINT ((5.70922228520846 45.1294641580882))",PYLONE__0000000269643738,20.1
"MULTIPOINT ((5.74213070632787 45.1243369749))",PYLONE__0000000269643740,41.2
"MULTIPOINT ((5.73268380127691 45.1239175334196))",PYLONE__0000000269643741,41.2
"MULTIPOINT ((5.5704183888017 45.2734116937215))",PYLONE__0000000269643742,44.1
"MULTIPOINT ((5.56653922982304 45.2754557913301))",PYLONE__0000000269643743,41.4
"MULTIPOINT ((5.56106749030978 45.2790867042878))",PYLONE__0000000269643744,53.5
"MULTIPOINT ((5.56404538338979 45.27710762319))",PYLONE__0000000269643745,44.1
"MULTIPOINT ((5.65080311441564 45.1922622758545))",PYLONE__0000000269643747,28.6
"MULTIPOINT ((5.63992764926522 45.2094591540924))",PYLONE__0000000269643748,35.7
"MULTIPOINT ((5.63854830823931 45.2201253776528))",PYLONE__0000000269643750,34.6
"MULTIPOINT ((5.57734245173042 45.2697035814472))",PYLONE__0000000269643751,44.1
"MULTIPOINT ((5.57979156490205 45.2676794931462))",PYLONE__0000000269643752,33.1
"MULTIPOINT ((5.57357305645881 45.2716823388348))",PYLONE__0000000269643753,51.1
"MULTIPOINT ((5.60640540703224 45.2570411485714))",PYLONE__0000000269643755,30
"MULTIPOINT ((5.63105555867101 45.2759453060426))",PYLONE__0000000269643767,29
"MULTIPOINT ((5.58373635867178 45.1434674111569))",PYLONE__0000000269643940,26
"MULTIPOINT ((5.58590639248663 45.1456035842628))",PYLONE__0000000269643941,23
"MULTIPOINT ((5.61974522189153 45.1675645278238))",PYLONE__0000000269643942,23
"MULTIPOINT ((5.61767244738802 45.1643167520592))",PYLONE__0000000269643944,20
"MULTIPOINT ((5.61359758402803 45.159016755531))",PYLONE__0000000269643945,23
"MULTIPOINT ((5.74725481904732 45.1951683671362))",PYLONE__0000000269643530,23
"MULTIPOINT ((5.7629919283639 45.2010372123297))",PYLONE__0000000269643531,29
"MULTIPOINT ((5.84535715532612 45.2396921491201))",PYLONE__0000000269643544,25.8
"MULTIPOINT ((5.85038564230127 45.2423841398794))",PYLONE__0000000269643545,31.8
"MULTIPOINT ((5.87764584664218 45.2560720204924))",PYLONE__0000000269643546,34.8
"MULTIPOINT ((5.92677639101956 45.2662429794605))",PYLONE__0000000269643551,56.5
"MULTIPOINT ((5.92440167913674 45.2589210397352))",PYLONE__0000000269643552,32.4
"MULTIPOINT ((5.92848374994973 45.2615821714308))",PYLONE__0000000269643553,21.3
"MULTIPOINT ((5.91467402229341 45.2662483771453))",PYLONE__0000000269643554,28.7
"MULTIPOINT ((6.04697622828178 45.1489155005784))",PYLONE__0000000269643578,35.2
"MULTIPOINT ((6.04669267216128 45.1500667171353))",PYLONE__0000000269643579,33.5
"MULTIPOINT ((5.96291735247105 45.1154818802961))",PYLONE__0000000269643596,62.4
"MULTIPOINT ((5.97190042416063 45.1192154284096))",PYLONE__0000000269643597,62.4
"MULTIPOINT ((5.6643651268541 45.2336878257927))",PYLONE__0000000269643760,25.7
"MULTIPOINT ((5.68892574286036 45.2040096147028))",PYLONE__0000000269643762,23
"MULTIPOINT ((5.66873980880722 45.2251578138234))",PYLONE__0000000269643763,47.2
"MULTIPOINT ((5.65653784042365 45.2099265168517))",PYLONE__0000000269643764,20.8
"MULTIPOINT ((5.66164532579514 45.2346220657589))",PYLONE__0000000269643765,33.7
"MULTIPOINT ((5.94211873767311 44.796920983134))",PYLONE__0000000269643917,39.1
"MULTIPOINT ((6.10017516186647 45.4307672997837))",PYLONE__0000000319956533,24.7
"MULTIPOINT ((5.97120031233288 45.1182312329446))",PYLONE__0000000024797243,0
"MULTIPOINT ((5.9679187502643 45.1177383814484))",PYLONE__0000000024799918,0
"MULTIPOINT ((5.95328486762257 45.1149671186077))",PYLONE__0000000024798703,0
"MULTIPOINT ((5.31741378486282 45.1215522139697))",PYLONE__0000000024801352,0
"MULTIPOINT ((5.42698603719998 45.0610504164262))",PYLONE__0000000024801573,0
"MULTIPOINT ((5.31755605140422 45.1215771815711))",PYLONE__0000000024801608,0
"MULTIPOINT ((5.33583130407217 45.1335196552473))",PYLONE__0000000024802120,0
"MULTIPOINT ((5.42724146823099 45.0610493542917))",PYLONE__0000000024802760,0
"MULTIPOINT ((5.21926722520145 45.0856270216065))",PYLONE__0000000211719300,32.4
"MULTIPOINT ((5.3434828990499 45.0585544864007))",PYLONE__0000000211719391,0
"MULTIPOINT ((5.34336986194964 45.0584956113482))",PYLONE__0000000211719392,0
"MULTIPOINT ((5.3485241140117 45.0582681422615))",PYLONE__0000000211719390,17.6
"MULTIPOINT ((5.22156180137032 45.0844310402938))",PYLONE__0000000211719354,20.7
"MULTIPOINT ((5.43735215173158 45.0665253372167))",PYLONE__0000000211718044,23.8
"MULTIPOINT ((5.44366514444265 45.0692408267717))",PYLONE__0000000211718045,25.7
"MULTIPOINT ((5.45329346205237 45.0779662995603))",PYLONE__0000000211718046,31.8
"MULTIPOINT ((5.43391541158361 45.0646664273274))",PYLONE__0000000211718047,20
"MULTIPOINT ((5.48567231289395 45.0821248495691))",PYLONE__0000000211718050,23
"MULTIPOINT ((5.34448987590198 45.0580180445051))",PYLONE__0000000211719417,22.9
"MULTIPOINT ((5.33185877594617 45.06599031031))",PYLONE__0000000211719422,19.8
"MULTIPOINT ((5.26453643621425 45.1100872851786))",PYLONE__0000000024797070,26.8
"MULTIPOINT ((5.27587029761346 45.1124236881006))",PYLONE__0000000024797094,28.8
"MULTIPOINT ((5.32238966908198 45.1153296046369))",PYLONE__0000000024797126,35.8
"MULTIPOINT ((5.35696420923657 45.1440964174013))",PYLONE__0000000024797137,27.4
"MULTIPOINT ((5.41244910355153 45.0630795711178))",PYLONE__0000000024797171,17.6
"MULTIPOINT ((5.23885583487697 45.1022685308201))",PYLONE__0000000024797172,29
"MULTIPOINT ((5.31446380108366 45.1344398571873))",PYLONE__0000000024797179,22.9
"MULTIPOINT ((5.38722913720843 45.0622267063402))",PYLONE__0000000024797265,17.6
"MULTIPOINT ((5.34752538922991 45.1367566221684))",PYLONE__0000000024797267,27.7
"MULTIPOINT ((5.55054943300555 45.2860136571403))",PYLONE__0000000024797273,33.2
"MULTIPOINT ((5.42595135324552 45.0615765130482))",PYLONE__0000000024797330,17.9
"MULTIPOINT ((5.32696259992132 45.089094228377))",PYLONE__0000000024797353,23.3
"MULTIPOINT ((5.30944784649095 45.1213427631671))",PYLONE__0000000024797537,26.8
"MULTIPOINT ((5.23294139273831 45.1002568744998))",PYLONE__0000000024797564,29.8
"MULTIPOINT ((5.54854180777421 45.2881594416744))",PYLONE__0000000024797588,29.2
"MULTIPOINT ((5.41467724165232 45.0630195791953))",PYLONE__0000000024797664,17.6
"MULTIPOINT ((5.40172840635212 45.0633634998663))",PYLONE__0000000024797694,33
"MULTIPOINT ((5.31710860001667 45.1338012250823))",PYLONE__0000000024797718,26.8
"MULTIPOINT ((5.52266713564705 45.0832049829606))",PYLONE__0000000024797761,21
"MULTIPOINT ((5.2782924682106 45.1131425770204))",PYLONE__0000000024797808,26.8
"MULTIPOINT ((5.52835227626601 45.0866056766351))",PYLONE__0000000024797917,18.1
"MULTIPOINT ((5.33017008681412 45.0738777799996))",PYLONE__0000000024797918,26.3
"MULTIPOINT ((5.41081091440601 45.0631141396452))",PYLONE__0000000024797996,17.6
"MULTIPOINT ((5.3140287608581 45.1343218727595))",PYLONE__0000000024798004,29.8
"MULTIPOINT ((5.23038101978945 45.0993596398815))",PYLONE__0000000024798114,25.7
"MULTIPOINT ((5.50208256885208 45.0771452072221))",PYLONE__0000000024798179,21
"MULTIPOINT ((5.254859197516 45.1079585605305))",PYLONE__0000000024798219,25.7
"MULTIPOINT ((5.54421473391875 45.2936264623182))",PYLONE__0000000024798313,41.6
"MULTIPOINT ((5.45559872101461 45.081068416269))",PYLONE__0000000024798320,20
"MULTIPOINT ((5.33065127984464 45.0716661970083))",PYLONE__0000000024798372,26.3
"MULTIPOINT ((5.25634519427949 45.1083752738513))",PYLONE__0000000024798400,26.8
"MULTIPOINT ((5.27263857396273 45.1117536819256))",PYLONE__0000000024798455,26.8
"MULTIPOINT ((5.29144370823271 45.1166130875436))",PYLONE__0000000024798485,26.8
"MULTIPOINT ((5.31519381107032 45.1227261209358))",PYLONE__0000000024798492,26.8
"MULTIPOINT ((5.3449577310757 45.1360449544006))",PYLONE__0000000024798740,26.3
"MULTIPOINT ((5.54487247941149 45.2897790492832))",PYLONE__0000000024798746,44.7
"MULTIPOINT ((5.2699320832916 45.1112035026144))",PYLONE__0000000024798753,26.8
"MULTIPOINT ((5.32584867591389 45.0934664835843))",PYLONE__0000000024798779,27.1
"MULTIPOINT ((5.29690855821166 45.1174951017908))",PYLONE__0000000024798864,26.8
"MULTIPOINT ((5.28114986460201 45.113957000547))",PYLONE__0000000024798991,26.8
"MULTIPOINT ((5.32909472948475 45.0789491659135))",PYLONE__0000000024799023,24.1
"MULTIPOINT ((5.3221253092043 45.120143537986))",PYLONE__0000000024799045,28.8
"MULTIPOINT ((5.31805813904183 45.1275471024557))",PYLONE__0000000024799248,29
"MULTIPOINT ((5.54083548208454 45.0847983657268))",PYLONE__0000000024799299,18.1
"MULTIPOINT ((5.25921308986289 45.1089918653528))",PYLONE__0000000024799300,26.8
"MULTIPOINT ((5.54335306179497 45.2899892928722))",PYLONE__0000000024799402,43.4
"MULTIPOINT ((5.54321567264506 45.2933266625933))",PYLONE__0000000024799436,41
"MULTIPOINT ((5.28939052133324 45.1162760380908))",PYLONE__0000000024799463,27.4
"MULTIPOINT ((5.2429173091593 45.1036091832085))",PYLONE__0000000024799657,32.8
"MULTIPOINT ((5.31494635700222 45.1319571656061))",PYLONE__0000000024799722,25.8
"MULTIPOINT ((5.35727629384257 45.0587939690044))",PYLONE__0000000024799774,28.6
"MULTIPOINT ((5.32094505598509 45.1328386718235))",PYLONE__0000000024799853,26.8
"MULTIPOINT ((5.31971379687288 45.1253129370745))",PYLONE__0000000024799854,28.7
"MULTIPOINT ((5.23542745585573 45.1011384280631))",PYLONE__0000000024799906,23
"MULTIPOINT ((5.42772153603295 45.06133345791))",PYLONE__0000000024799913,16.8
"MULTIPOINT ((5.3142723657626 45.1232118588758))",PYLONE__0000000024799935,25.8
"MULTIPOINT ((5.24694815069957 45.1049422026179))",PYLONE__0000000024799987,25.8
"MULTIPOINT ((5.32326587509305 45.10277234823))",PYLONE__0000000024800009,26.8
"MULTIPOINT ((5.33850169588953 45.1342591000905))",PYLONE__0000000024800088,26.8
"MULTIPOINT ((5.35402707593327 45.1412731529334))",PYLONE__0000000024800138,26.8
"MULTIPOINT ((5.29356517191601 45.1169081600072))",PYLONE__0000000024800197,26.3
"MULTIPOINT ((5.32749261527906 45.1312186038614))",PYLONE__0000000024800226,16.8
"MULTIPOINT ((5.22730749139711 45.0983807268989))",PYLONE__0000000024800262,26.8
"MULTIPOINT ((5.32862086194603 45.0812785935658))",PYLONE__0000000024800364,27.1
"MULTIPOINT ((5.42919705070347 45.0621201282462))",PYLONE__0000000024800546,20
"MULTIPOINT ((5.35798424012169 45.1517668800146))",PYLONE__0000000024800548,26.8
"MULTIPOINT ((5.5167609516393 45.0798495496655))",PYLONE__0000000024800771,22.9
"MULTIPOINT ((5.22515435337893 45.0977094338315))",PYLONE__0000000024800772,26.3
"MULTIPOINT ((5.38455097517977 45.0619264565086))",PYLONE__0000000024800805,17.6
"MULTIPOINT ((5.37674107347475 45.0610421515659))",PYLONE__0000000024800839,27
"MULTIPOINT ((5.40586139718408 45.0632328682872))",PYLONE__0000000024800891,22.6
"MULTIPOINT ((5.31934346612891 45.1235028414445))",PYLONE__0000000024800934,28.7
"MULTIPOINT ((5.32219225546734 45.1179270958053))",PYLONE__0000000024800977,32.8
"MULTIPOINT ((5.32748161196498 45.0865936143668))",PYLONE__0000000024801011,26.8
"MULTIPOINT ((5.51330241653164 45.0778962055301))",PYLONE__0000000024801020,22.9
"MULTIPOINT ((5.32403685799906 45.1000539092657))",PYLONE__0000000024801071,25.7
