WKT,geo_point_
"MULTILINESTRING ((5.64748754474612 44.9686780322678,5.64539635880684 44.967138801303))","(2:44.9679084168,5.64644195178)"
"MULTILINESTRING ((5.65899484804036 44.9821658191528,5.65818310625768 44.9800567929312))","(2:44.981111306,5.65858897715)"
"MULTILINESTRING ((5.66852748764201 44.9917832818976,5.66878023564691 44.9921844728557))","(2:44.9919838774,5.66865386164)"
"MULTILINESTRING ((5.67179553472481 44.9965375545234,5.67014886110355 44.9945946667325,5.66903233255017 44.9926284111428,5.66878023564691 44.9921844728557))","(2:44.9944318323,5.67018650628)"
"MULTILINESTRING ((5.64550571292456 44.9920232599506,5.64008439902491 44.9948818204406))","(2:44.9934525402,5.64279505597)"
"MULTILINESTRING ((5.77603027507579 44.8875287162732,5.77481416819568 44.8879532862731))","(2:44.8877410013,5.77542222164)"
"MULTILINESTRING ((5.77353220564132 44.873535601565,5.77655843672279 44.8769598147625,5.77840125045959 44.8780661834373,5.78062629848507 44.8796337988303,5.78539792330077 44.881004781681))","(2:44.8780141452,5.77899844311)"
"MULTILINESTRING ((5.78318451030055 44.887218497685,5.78713282454688 44.8879316968812))","(2:44.8875750973,5.78515866742)"
"MULTILINESTRING ((5.42468748980651 45.1819859716505,5.42483284999654 45.1819500712))","(2:45.1819680214,5.4247601699)"
"MULTILINESTRING ((5.42329486735554 45.1822776524035,5.42425953132021 45.1820783580088))","(2:45.1821780052,5.42377719934)"
"MULTILINESTRING ((5.86638037537207 44.8176475829594,5.86288189190004 44.8187880232214,5.84830561765233 44.8264571281528))","(2:44.8218182161,5.85724407892)"
"MULTILINESTRING ((5.83692268404958 44.8330701455017,5.83709354468322 44.8324188911619,5.83502801291299 44.8315120238514))","(2:44.8321445332,5.83627853429)"
"MULTILINESTRING ((5.85584032242384 44.8340274724853,5.85637328291258 44.8345730853198))","(2:44.8343002789,5.85610680267)"
"MULTILINESTRING ((5.83915799389796 44.8396846305719,5.83959658629214 44.8407492928658,5.83863994074233 44.8422130448648))","(2:44.8409792251,5.83922110804)"
"MULTILINESTRING ((5.67393319081369 44.8217161221584,5.67214625838176 44.822243164457))","(2:44.8219796433,5.6730397246)"
"MULTILINESTRING ((5.72001642056166 44.8419733818312,5.71944908365471 44.840198641239))","(2:44.8410860115,5.71973275211)"
"MULTILINESTRING ((5.69791171906737 44.8523179124927,5.69227813005471 44.8550852117952))","(2:44.8537015621,5.69509492456)"
"MULTILINESTRING ((5.90073096724004 44.82742176973,5.91286496465295 44.8322458234858))","(2:44.8298337966,5.90679796595)"
"MULTILINESTRING ((5.91889972316133 44.8348696140183,5.91722047978405 44.83585205862))","(2:44.8353608363,5.91806010147)"
"MULTILINESTRING ((5.92450536590068 44.8370713508141,5.92464559113335 44.8370784992632))","(2:44.837074925,5.92457547852)"
"MULTILINESTRING ((5.90269304503711 45.2827082832855,5.90212631853061 45.2819961772365))","(2:45.2823522303,5.90240968178)"
"MULTILINESTRING ((5.8980131548606 45.2844002989939,5.89817547799383 45.28600730944))","(2:45.2852038042,5.89809431643)"
"MULTILINESTRING ((5.89357050876419 45.2697850252304,5.89591670717328 45.2665918042411,5.89854425711356 45.2645187762307))","(2:45.2669827398,5.89588231673)"
"MULTILINESTRING ((5.86750182697233 45.2140539863746,5.86829601046036 45.214206300217,5.87093271206871 45.2172359302947))","(2:45.2154544714,5.86932685641)"
"MULTILINESTRING ((5.62090722484618 45.1845488720451,5.62227511117964 45.1837421149434,5.62391263805966 45.1834733273823))","(2:45.1838706982,5.6223590334)"
"MULTILINESTRING ((5.95269185063258 44.8995620278036,5.95142379728728 44.8992871190956))","(2:44.8994245734,5.95205782396)"
"MULTILINESTRING ((5.76888714143228 45.4136504156846,5.76941505462134 45.4147172865885,5.7700904994911 45.4189585581632))","(2:45.4162619497,5.76962220381)"
"MULTILINESTRING ((6.04127554484131 45.2757406449821,6.04876609440584 45.2738289238698))","(2:45.2747847844,6.04502081962)"
"MULTILINESTRING ((5.69392052159017 45.2003982419435,5.69495390208355 45.2015574015989))","(2:45.2009778218,5.69443721184)"
"MULTILINESTRING ((5.65865114493416 45.2508304455049,5.65767718971757 45.2515345998182))","(2:45.2511825227,5.65816416733)"
"MULTILINESTRING ((6.12290146219986 45.0422954427507,6.1222538269965 45.0421661549128))","(2:45.0422307988,6.1225776446)"
"MULTILINESTRING ((6.10249127490053 45.0395410648216,6.10248631437202 45.0395409632733,6.09910690180774 45.0400998434995,6.09611667251974 45.0379901275035,6.09512971950432 45.0371488913717,6.09361165954221 45.0352055165301,6.09137525637188 45.0334623757306))","(2:45.0376068792,6.09657795762)"
"MULTILINESTRING ((6.12714695990197 45.0476110295828,6.1279436380536 45.0480979974886,6.12945682604976 45.0502644106128,6.13297315114794 45.0503292131278))","(2:45.0495597003,6.12979505862)"
"MULTILINESTRING ((5.91968888433715 45.26816041424,5.92335923254515 45.2680524685542))","(2:45.2681064414,5.92152405844)"
"MULTILINESTRING ((5.9278972683382 45.2655993049409,5.92599232645302 45.2665385516445))","(2:45.2660689283,5.9269447974)"
"MULTILINESTRING ((5.92400751454071 45.2677664068057,5.92599232645302 45.2665385516445))","(2:45.2671524792,5.9249999205)"
"MULTILINESTRING ((5.92115252307734 45.2688104662294,5.92203513792847 45.269535141491,5.92293123854018 45.2701208944436,5.9232956466986 45.2705279312107,5.92287512659002 45.2706650664594))","(2:45.2697851748,5.92235668583)"
"MULTILINESTRING ((6.04514283065284 45.0710942567044,6.04622076321919 45.0737812200556))","(2:45.0724377384,6.04568179694)"
"MULTILINESTRING ((5.97709200606467 45.3316060228867,5.97619781282622 45.331673715257))","(2:45.3316398691,5.97664490945)"
"MULTILINESTRING ((5.57015123032226 44.9208389092933,5.57168901565389 44.9217087929441,5.5735555677496 44.9251497041335))","(2:44.9227589681,5.57209295524)"
"MULTILINESTRING ((5.64462576180161 45.0229070048283,5.64424106255853 45.0229614282369))","(2:45.0229342165,5.64443341218)"
"MULTILINESTRING ((5.6453256936829 45.0269969722807,5.6448596985332 45.0271710445035))","(2:45.0270840084,5.64509269611)"
"MULTILINESTRING ((5.64682380925191 45.0202417406696,5.64696756840424 45.0204964594966))","(2:45.0203691001,5.64689568883)"
"MULTILINESTRING ((5.64180443962747 45.0180722358099,5.64164489343104 45.0181222545764))","(2:45.0180972452,5.64172466653)"
"MULTILINESTRING ((5.64909378103548 45.0248338948467,5.64949043084337 45.0241931001052,5.64963568807865 45.0218982241218))","(2:45.0234079819,5.64949617742)"
"MULTILINESTRING ((5.63323273723373 45.0055889011084,5.63357275784923 45.0061077587726,5.63695992354023 45.0085527737305,5.63766573200446 45.0086004013989))","(2:45.0073234279,5.63531931665)"
"MULTILINESTRING ((5.63323273723373 45.0055889011084,5.63089358398943 45.0071590726082))","(2:45.0063739869,5.63206316061)"
"MULTILINESTRING ((5.64122517222431 45.022722045607,5.64092688853838 45.0233887984662))","(2:45.023055422,5.64107603038)"
"MULTILINESTRING ((5.61609504101367 45.0121025835663,5.61626475922399 45.0118541851181,5.61627324821725 45.0113046192584,5.61660772812491 45.0107278344322,5.617349068595 45.0101395363068,5.61943043159275 45.0089219961991))","(2:45.0102912458,5.61747367387)"
"MULTILINESTRING ((5.78719747582362 45.1477876583683,5.78713850715346 45.1477756697145))","(2:45.147781664,5.78716799149)"
"MULTILINESTRING ((5.37612765863015 45.1448607241411,5.37668459046924 45.146062732063,5.3768123729604 45.1463156223306,5.37641613262562 45.1465706354533))","(2:45.1457832579,5.37649994191)"
"MULTILINESTRING ((5.74420906728653 45.0865584414331,5.74437224962452 45.0865387780424,5.74495126399262 45.0864979251734))","(2:45.0865250288,5.74457986449)"
"MULTILINESTRING ((5.74462892718108 45.0889594316853,5.74436859076873 45.0889840254815))","(2:45.0889717286,5.74449875897)"
"MULTILINESTRING ((5.75457718603251 45.1191499845695,5.75479950719416 45.1191619898651))","(2:45.1191559872,5.75468834661)"
"MULTILINESTRING ((5.76124649017781 45.1113569907492,5.76291011763421 45.1123976266957))","(2:45.1118773087,5.76207830391)"
"MULTILINESTRING ((5.74282805124822 45.1138996646877,5.74135243351398 45.1198886413099))","(2:45.116894153,5.74209024238)"
"MULTILINESTRING ((5.74453966016205 45.090440758273,5.74443346787713 45.0904256719307))","(2:45.0904332151,5.74448656402)"
"MULTILINESTRING ((5.7716262530222 45.0260954465579,5.77155142755749 45.0274795783767,5.77142339786533 45.0284433696977))","(2:45.0272714796,5.77154702664)"
"MULTILINESTRING ((5.77357088172789 45.0347725452458,5.77350480818946 45.0340086816384))","(2:45.0343906134,5.77353784496)"
"MULTILINESTRING ((5.78423288059627 45.024899177004,5.78563956416248 45.0258531523949))","(2:45.0253761647,5.78493622238)"
"MULTILINESTRING ((5.78815928948743 45.0259315405258,5.78739665521992 45.0258244833543))","(2:45.0258780119,5.78777797235)"
"MULTILINESTRING ((5.79892331429096 45.0304084377739,5.79952560485707 45.031277359126,5.80160628668557 45.0327372785183,5.80348728657729 45.0345675068414))","(2:45.0325032422,5.80117338367)"
"MULTILINESTRING ((5.77400142158376 45.0205217082367,5.77457686964653 45.0204981407062))","(2:45.0205099245,5.77428914562)"
"MULTILINESTRING ((5.6774801892029 44.7599149651912,5.67667080714557 44.7604633670024,5.67518475255592 44.7610825928522))","(2:44.7605523958,5.67636142565)"
"MULTILINESTRING ((5.59394737359482 45.1295023377995,5.59385555821419 45.1294862522879))","(2:45.129494295,5.5939014659)"
"MULTILINESTRING ((5.59394737359482 45.1295023377995,5.59436627655761 45.1293726406564))","(2:45.1294374892,5.59415682508)"
"MULTILINESTRING ((5.5652998106612 45.1037828322897,5.56658356296836 45.1037053142913))","(2:45.1037440733,5.56594168681)"
"MULTILINESTRING ((5.58150591949171 45.107029555674,5.57659799029859 45.1082588734047,5.57212227453434 45.1094101113024))","(2:45.1082124187,5.5768122148)"
"MULTILINESTRING ((5.580185802176 45.1016663592866,5.58073487944371 45.1033079027944,5.58065792706183 45.1043987069572))","(2:45.1030160586,5.58055173469)"
"MULTILINESTRING ((5.57118606419517 45.1111771708136,5.56860976952617 45.1124848263289))","(2:45.1118309986,5.56989791686)"
"MULTILINESTRING ((5.5780737059615 45.1206171931091,5.57924940028647 45.1202602277112,5.58055820017654 45.120466833836))","(2:45.1203997028,5.57930610314)"
"MULTILINESTRING ((5.60397396497847 45.1377630278958,5.60430208460927 45.1377668728733))","(2:45.1377649504,5.60413802479)"
"MULTILINESTRING ((5.61077375351334 45.147552472915,5.61055011321518 45.1476488131216))","(2:45.147600643,5.61066193336)"
"MULTILINESTRING ((5.55920535374014 45.0968113048455,5.55826983620044 45.0957566882015,5.55793520839073 45.0952765025515))","(2:45.0960588651,5.55855128453)"
"MULTILINESTRING ((5.59436627655761 45.1293726406564,5.59475542900027 45.1292592196735))","(2:45.1293159302,5.59456085278)"
"MULTILINESTRING ((5.94594436946415 45.2493525613283,5.94970030557914 45.2490650203065))","(2:45.2492087908,5.94782233752)"
"MULTILINESTRING ((5.87810336757581 45.0102205380541,5.87704865510768 45.0123846299423))","(2:45.011302584,5.87757601134)"
"MULTILINESTRING ((5.67077944828756 44.8524360605254,5.67073029458057 44.8524988874772))","(2:44.852467474,5.67075487143)"
"MULTILINESTRING ((5.69227813005471 44.8550852117952,5.69039220211436 44.856221559925))","(2:44.8556533859,5.69133516608)"
"MULTILINESTRING ((5.67723260823032 44.8601026296301,5.67753995850543 44.8604465950178,5.68118588128677 44.8614615120685))","(2:44.8608802374,5.67914817326)"
"MULTILINESTRING ((5.69081326796216 44.8618459195212,5.69101092701202 44.8612907483024))","(2:44.8615683339,5.69091209749)"
"MULTILINESTRING ((5.46258939189527 45.1511798141884,5.46371269107582 45.1507714431927))","(2:45.1509756287,5.46315104149)"
"MULTILINESTRING ((5.70362278329744 44.8799933288328,5.70663031382438 44.87698501435))","(2:44.8784891716,5.70512654856)"
"MULTILINESTRING ((5.52448836286425 45.1052190957378,5.52791130551914 45.1062945878637,5.52767629202177 45.1065236971725))","(2:45.105811511,5.52633342413)"
"MULTILINESTRING ((5.5090556508488 45.1260813116545,5.51000491591444 45.1264464883473,5.51622690643226 45.1262784121342,5.51701999764917 45.1254283079852,5.51929870867703 45.125973062582))","(2:45.1261537783,5.51425553719)"
"MULTILINESTRING ((5.55027277786206 45.152410293985,5.55163535404744 45.1580097551209))","(2:45.1552100246,5.55095406595)"
"MULTILINESTRING ((5.52954281830754 45.1219817994156,5.53017955790686 45.117454072816))","(2:45.1197179361,5.52986118811)"
"MULTILINESTRING ((5.52739108030086 45.1065926425187,5.52682060310195 45.1048726479426,5.52649990730659 45.101484737042,5.52543952398921 45.0994565244985,5.52557863545016 45.0933268944231))","(2:45.1000116995,5.52608592334)"
"MULTILINESTRING ((5.52957727045943 45.1118455946824,5.52898623459326 45.11031450621))","(2:45.1110800504,5.52928175253)"
"MULTILINESTRING ((5.52586463966022 45.1505938229145,5.52339111997938 45.1508909044534))","(2:45.1507423637,5.52462787982)"
"MULTILINESTRING ((5.70046746771525 44.8085098569222,5.69937302388314 44.8083269682529))","(2:44.8084184126,5.6999202458)"
"MULTILINESTRING ((5.74128663275639 44.8095211690743,5.74038142905131 44.8084939204253,5.74030321844527 44.8069009949397))","(2:44.8083026281,5.74056945874)"
"MULTILINESTRING ((5.74128663275639 44.8095211690743,5.74101065509079 44.8098533556842))","(2:44.8096872624,5.74114864392)"
"MULTILINESTRING ((5.74919465487375 44.8179296921919,5.74947565582424 44.8184131856225))","(2:44.8181714389,5.74933515535)"
"MULTILINESTRING ((5.77799210053847 44.8347085624884,5.78177996066128 44.837490208343))","(2:44.8360993854,5.7798860306)"
"MULTILINESTRING ((5.7675308539597 44.8281700927026,5.76108553316407 44.826803028525,5.75603335120467 44.8239469382418,5.75330149443039 44.8217164423424,5.7523562675959 44.8214370327847,5.75151713758492 44.8210670514873))","(2:44.8252301111,5.75925682437)"
"MULTILINESTRING ((5.7675308539597 44.8281700927026,5.76690127632749 44.8275917748307))","(2:44.8278809338,5.76721606514)"
"MULTILINESTRING ((5.7632029054459 44.8242074131788,5.76381986958773 44.8247713044808))","(2:44.8244893588,5.76351138752)"
"MULTILINESTRING ((5.74392662543646 44.8201072043382,5.74355946740247 44.821609588684))","(2:44.8208583965,5.74374304642)"
"MULTILINESTRING ((5.74333241082271 44.8225030062207,5.74359219509883 44.8228727354636))","(2:44.8226878708,5.74346230296)"
"MULTILINESTRING ((5.73304981780763 44.8268373245342,5.73288205542453 44.8264844748835,5.73058239639676 44.8256963645302,5.72828778805729 44.8219487738968))","(2:44.8247402584,5.73040014211)"
"MULTILINESTRING ((5.72344226335342 44.8108352315771,5.72384682351807 44.8100972696421))","(2:44.8104662506,5.72364454344)"
"MULTILINESTRING ((5.72992423750701 44.791538163557,5.73010671566277 44.7913375828565))","(2:44.7914378732,5.73001547658)"
"MULTILINESTRING ((5.7930805059851 45.2048465307537,5.79346094161318 45.2041958589251,5.79361739736087 45.2033987377059,5.79383271227203 45.2027349581016,5.79503965844462 45.2002262206745))","(2:45.2025267083,5.79401950133)"
"MULTILINESTRING ((5.80967956395944 45.2089362632506,5.80884386018524 45.2087048672253))","(2:45.2088205652,5.80926171207)"
"MULTILINESTRING ((5.616311729775 44.9728264293035,5.61237794696242 44.972673682441,5.60896024206839 44.970312506905,5.60872665139712 44.9702442597838))","(2:44.9720513697,5.61235207855)"
"MULTILINESTRING ((5.616311729775 44.9728264293035,5.61718188543814 44.9644087308642,5.61677153242154 44.9642498543659))","(2:44.9684056194,5.61675817113)"
"MULTILINESTRING ((5.61972189772349 44.9729674642194,5.61765121131034 44.9728709287281))","(2:44.9729191965,5.61868655452)"
"MULTILINESTRING ((6.17039110538274 45.0421200274985,6.16988572515197 45.0420250145853))","(2:45.042072521,6.17013841527)"
"MULTILINESTRING ((5.63445753930462 44.9303457377287,5.63425512424065 44.9303533039896))","(2:44.9303495209,5.63435633177)"
"MULTILINESTRING ((5.63779300690641 44.8993130049437,5.63800153934746 44.8996402748694))","(2:44.8994766399,5.63789727313)"
"MULTILINESTRING ((5.65940630688256 44.7932882319284,5.65928775954354 44.7931354153363))","(2:44.7932118236,5.65934703321)"
"MULTILINESTRING ((5.64707225182104 44.7899820210486,5.64759449538637 44.7893081109261,5.64725140722426 44.788941549612))","(2:44.789452252,5.64736657362)"
"MULTILINESTRING ((5.65181756880646 44.7919560236921,5.65446950704756 44.7926312477936))","(2:44.7922936357,5.65314353793)"
"MULTILINESTRING ((5.64611264857051 44.7945375684195,5.64598218981552 44.7967808273558))","(2:44.7956591979,5.64604741919)"
"MULTILINESTRING ((5.64598218981552 44.7967808273558,5.64583002509228 44.7995763931873))","(2:44.7981786103,5.64590610745)"
"MULTILINESTRING ((5.65998875909852 44.7769325233086,5.6611019811769 44.775910374547))","(2:44.7764214489,5.66054537014)"
"MULTILINESTRING ((5.64637461318797 44.7945646298017,5.64700699685429 44.7946596344479))","(2:44.7946121321,5.64669080502)"
"MULTILINESTRING ((5.63821670318718 44.7873440176056,5.63763961685134 44.7869915793509,5.6368993722018 44.7853222504239,5.63357006408859 44.7845887132744,5.63311397329302 44.7841243962942,5.63051844311764 44.7835067344933,5.63042512396213 44.7833845993744))","(2:44.7849583271,5.6346435438)"
"MULTILINESTRING ((5.55939916141441 45.2651404079882,5.55892558411934 45.2691323368229))","(2:45.2671363724,5.55916237277)"
"MULTILINESTRING ((5.56111848685632 45.2637597076018,5.56164090902872 45.2636810909115))","(2:45.2637203993,5.56137969794)"
"MULTILINESTRING ((5.55852517849535 45.260161471622,5.55779310457222 45.2600646567316))","(2:45.2601130642,5.55815914153)"
"MULTILINESTRING ((5.83213314010341 45.2186980937628,5.83210021876348 45.2190957795831,5.83194323836025 45.2194183334862,5.83184268444761 45.2197406797124,5.83192665247253 45.2198154696105))","(2:45.2192767293,5.83200434081)"
"MULTILINESTRING ((6.13207372582454 45.0416195430525,6.13248415550246 45.0418558628987))","(2:45.041737703,6.13227894066)"
"MULTILINESTRING ((6.13287077421297 45.0420560745344,6.13269315075233 45.0426871264806))","(2:45.0423716005,6.13278196248)"
"MULTILINESTRING ((6.10862677839602 45.0366573356898,6.11263464536543 45.031059459084,6.11563245864962 45.0290973083894,6.11684967342654 45.0278866847533,6.11987977769796 45.0271382028562))","(2:45.031077509,6.11365714044)"
"MULTILINESTRING ((6.09774582802689 45.0334407569867,6.09810704030106 45.0336405231391))","(2:45.0335406401,6.09792643416)"
"MULTILINESTRING ((5.70338841898653 44.9756305673365,5.70341785260206 44.9754348722196))","(2:44.9755327198,5.70340313579)"
"MULTILINESTRING ((5.67463332915242 45.2707255477912,5.67481944762745 45.2711512425874,5.67848698354401 45.2715453484399))","(2:45.2713024421,5.67643767128)"
"MULTILINESTRING ((6.01350714446729 45.3664868977197,6.0129758269727 45.3674507756672))","(2:45.3669688367,6.01324148572)"
"MULTILINESTRING ((5.99578096286715 45.3643506195193,5.99556734654058 45.3646094722478))","(2:45.3644800459,5.9956741547)"
"MULTILINESTRING ((5.99556734654058 45.3646094722478,5.99578946123345 45.365253565783))","(2:45.364931519,5.99567840389)"
"MULTILINESTRING ((5.85137285482207 45.0344789760729,5.85036655887978 45.0351539710366,5.84728576455556 45.0368925045172))","(2:45.0357153431,5.84934755325)"
"MULTILINESTRING ((5.85331117299163 45.0323797999673,5.85330649372021 45.0325440383554))","(2:45.0324619192,5.85330883336)"
"MULTILINESTRING ((5.87220479596458 45.0165794174073,5.87216514280246 45.0163806220572))","(2:45.0164800197,5.87218496938)"
"MULTILINESTRING ((5.74170740555299 44.957277314704,5.74047314660052 44.9575369230224))","(2:44.9574071189,5.74109027608)"
"MULTILINESTRING ((5.74093107459727 44.9660882038327,5.74137033990492 44.967043933922))","(2:44.9665660689,5.74115070725)"
"MULTILINESTRING ((5.73016960111476 44.9609216502413,5.72398446795289 44.9622572793729))","(2:44.9615894648,5.72707703453)"
"MULTILINESTRING ((5.74698744337163 44.9611506733203,5.74617110905282 44.9625839557017))","(2:44.9618673145,5.74657927621)"
"MULTILINESTRING ((5.74681695327368 44.9625649545283,5.74638533380943 44.9625596454522))","(2:44.9625623,5.74660114354)"
"MULTILINESTRING ((5.74047030734044 44.9677228069138,5.73850494396376 44.9674023753958))","(2:44.9675625912,5.73948762565)"
"MULTILINESTRING ((5.71728698982232 44.9578556020705,5.71728199587033 44.9578558446809,5.71693728934198 44.9580377317924))","(2:44.9579456348,5.71711185723)"
"MULTILINESTRING ((5.73047098168158 44.9626574199457,5.73062114475049 44.9635221521698))","(2:44.9630897861,5.73054606322)"
"MULTILINESTRING ((5.75033075535558 44.9577873844536,5.7505799653739 44.9578135387967))","(2:44.9578004616,5.75045536036)"
"MULTILINESTRING ((5.70839666187467 44.9613022748184,5.70857281174853 44.9608378500352))","(2:44.9610700624,5.70848473681)"
"MULTILINESTRING ((5.78577855228553 44.9245728456681,5.81416906356901 44.9268197031982))","(2:44.9256962744,5.79997380793)"
"MULTILINESTRING ((5.82954587367194 44.9292511234562,5.82406392106268 44.9272274043855))","(2:44.9282392639,5.82680489737)"
"MULTILINESTRING ((5.82238384112447 44.9329668391453,5.82156731252434 44.9339834611876))","(2:44.9334751502,5.82197557682)"
"MULTILINESTRING ((5.83065097082081 44.9284464126339,5.83144625790583 44.9277665999912))","(2:44.9281065063,5.83104861436)"
"MULTILINESTRING ((5.70370070244767 45.0194788217033,5.70462376242421 45.021586111032))","(2:45.0205324664,5.70416223244)"
"MULTILINESTRING ((5.70130958963399 45.0141824783128,5.70231160671172 45.0137649856392))","(2:45.013973732,5.70181059817)"
"MULTILINESTRING ((5.68956029889735 45.0093025857241,5.68231561391505 45.0094222167999))","(2:45.0093624013,5.68593795641)"
"MULTILINESTRING ((5.76136767720327 45.0722521209724,5.7620354642377 45.0722328769874))","(2:45.072242499,5.76170157072)"
"MULTILINESTRING ((5.75941387812728 45.0671798163912,5.75907762483791 45.0671197622577))","(2:45.0671497893,5.75924575148)"
"MULTILINESTRING ((5.75442939518486 45.0615089838735,5.75472674835898 45.0603203564443))","(2:45.0609146702,5.75457807177)"
"MULTILINESTRING ((5.76476858193764 45.0769688052624,5.7656186674858 45.0768299533866))","(2:45.0768993793,5.76519362471)"
"MULTILINESTRING ((5.75309019211253 44.9877150817872,5.75378552588609 44.9876233855351))","(2:44.9876692337,5.753437859)"
"MULTILINESTRING ((5.8588171790393 44.938605681945,5.85785571022904 44.939686424616))","(2:44.9391460533,5.85833644463)"
"MULTILINESTRING ((5.97546575034105 45.0352348976107,5.9761164911099 45.0367521732378))","(2:45.0359935354,5.97579112073)"
"MULTILINESTRING ((5.97831816163893 45.0467006404889,5.97748767278981 45.0429618444955))","(2:45.0448312425,5.97790291721)"
"MULTILINESTRING ((5.9771425716475 45.0407801641102,5.97748767278981 45.0429618444955))","(2:45.0418710043,5.97731512222)"
"MULTILINESTRING ((5.9779372793447 45.0467013881249,5.97201344426431 45.0463505616855))","(2:45.0465259749,5.9749753618)"
"MULTILINESTRING ((6.03617797497226 45.1220318222252,6.02621664617394 45.1174520049807,6.02516710516182 45.116630393266))","(2:45.1194491705,6.03060055067)"
"MULTILINESTRING ((6.04244483925426 45.1197089546076,6.0427195763426 45.119628140222,6.04296389808064 45.1196108470171))","(2:45.1196459337,6.04270185055)"
"MULTILINESTRING ((5.90072465229087 44.8092358175841,5.88786779796665 44.8096916540715))","(2:44.8094637358,5.89429622513)"
"MULTILINESTRING ((5.67214625838176 44.822243164457,5.6720694343612 44.8222273730034,5.67214789292789 44.8218960814476))","(2:44.8220942203,5.67210851062)"
"MULTILINESTRING ((5.64583002509228 44.7995763931873,5.64531591629174 44.799846410194))","(2:44.7997114017,5.64557297069)"
"MULTILINESTRING ((5.6486251616783 44.799747050145,5.65063228102004 44.800073423248,5.65255771003568 44.8017547285545))","(2:44.8004693181,5.65072382434)"
"MULTILINESTRING ((5.96344268181416 44.9210654379859,5.96271928150082 44.921086830453))","(2:44.9210761342,5.96308098166)"
"MULTILINESTRING ((5.94080457548228 45.2895475468912,5.94541559645405 45.2877263048641))","(2:45.2886369259,5.94311008597)"
"MULTILINESTRING ((5.94839829404233 45.2897750555926,5.94839647718512 45.2897753667113,5.9468437258425 45.2870650422023,5.94682644911843 45.2870720415393))","(2:45.2884129851,5.94761590301)"
"MULTILINESTRING ((5.95644658489558 45.2966157183953,5.95264537121659 45.2987986758725))","(2:45.2977071971,5.95454597806)"
"MULTILINESTRING ((5.77768423936548 44.9536688705457,5.77733010333874 44.9516573935219,5.77697712514537 44.9508219995016))","(2:44.9522254306,5.77739845378)"
"MULTILINESTRING ((5.77265769500916 44.9512157200599,5.77420718178661 44.9511152405178,5.77525602133462 44.9510491089371,5.77697712514537 44.9508219995016))","(2:44.9510533283,5.77482079668)"
"MULTILINESTRING ((5.78185199292736 44.9488798072917,5.78235854995203 44.9489803557691))","(2:44.9489300815,5.78210527144)"
"MULTILINESTRING ((5.78185199292736 44.9488798072917,5.7812010688005 44.9502167019728,5.78186176005922 44.9522120069427))","(2:44.9505240401,5.78152939102)"
"MULTILINESTRING ((5.6455295361614 45.3124520580967,5.64623400621017 45.3128041070653,5.64670763306248 45.3132446975792,5.64704614519944 45.3137797923935,5.6481786869133 45.3148811203528))","(2:45.3135891991,5.64690857592)"
"MULTILINESTRING ((5.66824634372307 45.325295936356,5.66996924413523 45.3258360124667,5.67095533477013 45.3262046809887))","(2:45.3257333253,5.66960667115)"
"MULTILINESTRING ((5.79592727787571 44.8913208851393,5.7959765483661 44.8912818535699))","(2:44.8913013694,5.79595191312)"
"MULTILINESTRING ((5.79638005429559 44.8907029648143,5.79717197367713 44.8904979371741))","(2:44.890600451,5.79677601399)"
"MULTILINESTRING ((5.79466012947109 44.8821660251996,5.79439389432543 44.8819889167118))","(2:44.882077471,5.7945270119)"
"MULTILINESTRING ((5.79466012947109 44.8821660251996,5.79464245998152 44.8823615064692))","(2:44.8822637658,5.79465129473)"
"MULTILINESTRING ((5.70806349446564 45.1101981235313,5.70618690728959 45.1100387446324,5.70231378864891 45.1098276843571))","(2:45.1099937524,5.70518997634)"
"MULTILINESTRING ((5.33883236721866 45.065642038189,5.33766842448502 45.0664163982672,5.3364597197483 45.0667306280817))","(2:45.066286034,5.33769065037)"
"MULTILINESTRING ((5.70048720013661 44.8029698419389,5.69980701988719 44.8032418132021,5.69921401433052 44.8030976138936))","(2:44.8031348624,5.69985779181)"
"MULTILINESTRING ((5.69650101145404 44.7898912798857,5.69558135505241 44.789881912157,5.69556240733079 44.7898821649006))","(2:44.789886504,5.69603170905)"
"MULTILINESTRING ((5.69692132175244 44.7836969084459,5.69702490406047 44.7807153365878,5.70081407931612 44.7781863825852))","(2:44.7805411907,5.69814925761)"
"MULTILINESTRING ((5.70506643651243 44.7751789218446,5.70393144389094 44.7763904475889,5.70334735811367 44.7764328434131))","(2:44.7759481772,5.70427479824)"
"MULTILINESTRING ((5.72480602136689 44.7643857577516,5.72544748271541 44.764192085784,5.72546223601281 44.7642005448616))","(2:44.7642866296,5.72513487338)"
"MULTILINESTRING ((5.69662143081721 44.7879418620457,5.69692139726854 44.7880489384307))","(2:44.7879954002,5.69677141404)"
"MULTILINESTRING ((5.38089179914373 45.1111742693833,5.38096423107769 45.1117034924552))","(2:45.1114388809,5.38092801511)"
"MULTILINESTRING ((5.378722808334 45.0855737200898,5.37967241251767 45.0857693143668,5.37968671217644 45.0857679947753))","(2:45.085672935,5.37920464471)"
"MULTILINESTRING ((5.38194463869014 45.0918405024608,5.38245778077681 45.091805589811))","(2:45.0918230461,5.38220120973)"
"MULTILINESTRING ((5.69103727352021 45.2439821648583,5.69094400987727 45.2436739730845))","(2:45.243828069,5.6909906417)"
"MULTILINESTRING ((5.69768766259678 45.26422545729,5.69922791536173 45.2644390843638))","(2:45.2643322708,5.69845778898)"
